paper_id	doi	arxiv_id	year	title	venue	domain	user_group	task	model	data_modality	explanation_techniques	interaction_design	evaluation_design	n_participants	participant_type	metrics_trust	metrics_reliance	metrics_understanding	metrics_performance
doi:10.47392/irjaeh.2024.0206	10.47392/irjaeh.2024.0206		2024	Investigating the Evolving Landscape of Deepfake Technology: Generative AI's Role in it's Generation and Detection	[llm_xai] International Research Journal on Advanced Engineering Hub (IRJAEH)	deepfakes; generative AI overview; detection		Survey/overview of generative AI and deepfakes; implements deepfake image detection with ResNet-50 + MTCNN.	ResNet-50 + MTCNN for deepfake image detection (LLMs discussed only as background)	images (deepfake detection)			Implementation report (details limited).						
doi:10.1609/aaai.v38i20.30232	10.1609/aaai.v38i20.30232		2024	Interpretable Long-Form Legal Question Answering with Retrieval-Augmented Large Language Models	[llm_xai] Proceedings of the AAAI Conference on Artificial Intelligence	RAG for long-form legal QA; interpretability via paragraph references		Generate long-form statutory law answers using retrieve-then-read; release LLeQA dataset with paragraph-level references and expert-written answers.	retrieval-augmented LLM pipeline	legal statutes + questions	evidence grounding via retrieved statutory paragraphs; long-form answers with citations		Dataset creation + benchmark; compares retrieval/reader approaches.						
doi:10.1038/s44172-024-00271-8	10.1038/s44172-024-00271-8		2024	Interactive computer-aided diagnosis on medical image using large language models	[llm_xai] Communications Engineering	LLMs + CAD for medical imaging; interactive patient-friendly diagnosis		ChatCAD: integrate LLMs with CAD networks by translating model outputs to text prompts; improve diagnosis/segmentation/report generation and interactive explanations.	ChatGPT / GPT-3 + CAD models (R2GenCMN, PCAM etc.)	medical images (e.g., chest X-rays) + text reports	LLM summarization of CAD outputs into natural language reports; interactive Q&A for patient education		Benchmarks on chest X-rays; reports F1 improvements; compares to SOTA and baselines.						
doi:10.1162/99608f92.5317da47	10.1162/99608f92.5317da47		2024	How Is ChatGPT’s Behavior Changing Over Time?	[llm_xai] Harvard Data Science Review	LLM evaluation drift; reproducibility; instruction-following changes		Evaluate March vs June 2023 versions of GPT-3.5/GPT-4 across tasks; document behavior/performance drift over time.	GPT-3.5 and GPT-4 service versions (March/June 2023)	text tasks (math, safety, opinion, QA, code) + visual reasoning	Observes reduced amenity to chain-of-thought prompting as one factor; monitoring and evaluation methodology.		Benchmark comparisons over time across multiple task suites.						
doi:10.1609/aaai.v38i8.28777	10.1609/aaai.v38i8.28777		2024	Fine-Tuning Large Language Model Based Explainable Recommendation with Explainable Quality Reward	[llm_xai] Proceedings of the AAAI Conference on Artificial Intelligence	LLM explainable recommendation fine-tuning via rewards		Improve personalization/consistency/quality of LLM-based explainable recommendations using RL fine-tuning with explainable-quality reward models.	LLM2ER backbone + explainable quality reward (LLM2ER-EQR)	user/item reviews and ratings	RL reward models targeting explanation quality (personalization, consistency, data quality)		Experiments on three real-world datasets; compares against SOTA; measures fluency/diversity/personalization.						
doi:10.1038/s41591-024-03097-1	10.1038/s41591-024-03097-1		2024	Evaluation and mitigation of the limitations of large language models in clinical decision-making	[llm_xai] Nature Medicine	clinical decision-making with LLMs; evaluation under realistic workflows; mitigation		Create MIMIC-based dataset (2,400 cases, abdominal pathologies) and framework simulating clinical workflow; evaluate and mitigate LLM limitations vs clinicians.	Llama 2 Chat 70B and derivatives (OASST, WizardLM, Clinical Camel, Meditron, etc.)	clinical cases text (MIMIC-IV derived)	n/a (focus on evaluation/mitigation; includes guideline adherence and workflow skills rather than explanation methods)		Simulated clinical setting; compares to practicing clinicians; robustness tests; privacy constraints prevent external APIs.						
doi:10.2196/58158	10.2196/58158		2024	Evaluating and Enhancing Large Language Models’ Performance in Domain-Specific Medicine: Development and Usability Study With DocOA	[llm_xai] Journal of Medical Internet Research	domain-specific medical LLM with RAG explainability (OA management) (JMIR preprint)		Benchmark framework for domain-specific medicine; develop DocOA (RAG+prompts) to identify evidence supporting answers.	DocOA + GPT-3.5/GPT-4 comparisons	medical documents + clinical scenarios	RAG evidence identification to support answer explainability		Objective + human evaluation per preprint.						
doi:10.2196/60083	10.2196/60083		2024	Ethical Considerations and Fundamental Principles of Large Language Models in Medical Education: Viewpoint	[llm_xai] Journal of Medical Internet Research	ethics and governance; transparency/interpretability in medical education (viewpoint)		Discuss ethical challenges and propose 8 principles for responsible LLM use in medical education (incl. transparency/interpretability).	LLMs in medical education (discussion)		transparency/interpretability as governance principle (non-technical)		Viewpoint article.						
doi:10.21275/sr24710062038	10.21275/sr24710062038		2024	Ethical Considerations and Best Practices for Using Large Language Models in Decision - Making	[llm_xai] International Journal of Science and Research (IJSR)	LLMs in decision-making; ethics/governance; explainability (high-level)		Narrative overview of ethical considerations and best practices for deploying LLMs in high-stakes decisions.	GPT-3/4; BERT (mentioned)	n/a (conceptual/position paper)	General call for explicable/transparent systems; no concrete XAI method proposed.		None (non-empirical).						
doi:10.1038/s41598-024-77916-3	10.1038/s41598-024-77916-3		2024	Enhancing intention prediction and interpretability in service robots with LLM and KG	[llm_xai] Scientific Reports	Robotics; intent recognition; LLM+knowledge graph for interpretable reasoning		Human intention recognition/prediction for service robots in complex environments.	GPT-3.5 (LLM used for interpretation); KG + online reasoning graph (LKIRF).	Human motion + environment observations; textual descriptions (transcripts/captions/object labels) (WHYACT dataset).	Knowledge graph–grounded reasoning; online reasoning graph; explicit reasoning trace/visualization of intent inference.		Offline experiments on intent recognition/prediction; compares against baseline NLP reasoning/cosine-similarity models; reports Accuracy/F1/Precision/Recall.						
doi:10.30953/thmt.v9.485	10.30953/thmt.v9.485		2024	Discussing the Role of Explainable AI and Evaluation Frameworks for Safe and Effective Integration of Large Language Models in Healthcare	[llm_xai] Telehealth and Medicine Today	Healthcare AI; safety/evaluation; explainable AI (perspective/panel)		Discussion of safe/effective integration of LLMs in healthcare and evaluation frameworks.	n/a (commentary/panel transcript)		Discusses explainable AI conceptually as a transparency mechanism; no specific method contribution.		None (commentary). Mentions TEHAI-style translational evaluation as a framework.						
doi:10.1038/s41746-024-01010-1	10.1038/s41746-024-01010-1		2024	Diagnostic reasoning prompts reveal the potential for large language model interpretability in medicine	[llm_xai] npj Digital Medicine	Clinical LLMs; prompt-based interpretability; diagnostic reasoning		Study whether LLMs can mimic clinician diagnostic reasoning while retaining diagnostic accuracy.	GPT-3.5; GPT-4	Clinical Q&A (modified MedQA/USMLE free-response); NEJM clinicopathologic case series.	Prompted rationales structured as clinical reasoning; differential diagnosis prompting; Bayesian-style prompts; rationale review for inaccuracies/false logic.		Quantitative accuracy comparisons (GPT-3.5 vs GPT-4; CoT vs diagnostic reasoning prompts) + clinician review of rationales (blinded) for incorrect logic/inaccuracies.						
doi:10.1038/s41598-024-65080-7	10.1038/s41598-024-65080-7		2024	Comparing human text classification performance and explainability with large language and machine learning models using eye-tracking	[llm_xai] Scientific Reports	Human-AI alignment; explainability comparison; eye-tracking; LLM prompting		Compare human vs ML vs LLM text classification performance and “explanation words” alignment.	ChatGPT-3.5; Logistic Regression + LIME; humans (non-expert) via eye-tracking	Text (204 injury narratives); eye-tracking gaze traces	LIME feature attribution (LR); eye-tracking attention as human rationale proxy; prompt-based elicitation of LLM “top words”.		User study with 51 participants (eye tracking) + ML model trained on 120k labeled narratives; zero-shot ChatGPT-3.5; compares accuracy by code and narrative complexity and compares overlap of top-k words.						
doi:10.1186/s13000-024-01464-7	10.1186/s13000-024-01464-7		2024	Challenges and barriers of using large language models (LLM) such as ChatGPT for diagnostic medicine with a focus on digital pathology – a recent scoping review	[llm_xai] Diagnostic Pathology	Clinical LLMs; diagnostic medicine; digital pathology; scoping review of barriers		Identify challenges/barriers of using LLMs (e.g., ChatGPT) for diagnostic medicine with focus on digital pathology.	ChatGPT/LLMs (discussed; not evaluated as a model contribution)	n/a (scoping review)	Discusses explainability as a barrier/requirement; no method contribution.		Secondary literature: scoping review using database search (e.g., PubMed/Google Scholar) with descriptive synthesis.						
doi:10.1609/aaaiss.v4i1.31764	10.1609/aaaiss.v4i1.31764		2024	Cause and Effect: Can Large Language Models Truly Understand Causality?	[llm_xai] Proceedings of the AAAI Symposium Series	Causal reasoning; counterfactual explanations; LLM+knowledge graph		Improve LLM causal reasoning and explainability by combining explicit causal detection with implicit LLM reasoning and counterfactual analysis.	CARE-CA (ConceptNet + counterfactual statements + LLM-based implicit causal detection; compares with BERT/RoBERTa/Llama2/GPT-3.5/etc.)	Text (causal reasoning benchmarks; counterfactual statements)	Counterfactual explanations; ConceptNet-grounded causal relations; explicit/implicit causal detection with explanation layer.		Benchmark evaluation on causal reasoning tasks (e.g., COPA and others), comparing CARE-CA to multiple baselines/LLMs with metrics like accuracy/F1.						
